,id,clean_tweet,label
17,18,retweet agree!,1
30520,30521,#peopl protest #trump #republican won-they trump fuher &amp;a|,1
12830,12831,previou job everi #white person' respons #mannequinchalleng &amp; that' includ #ceo &amp; mgta|,1
19072,19073,recent crimin neglig author health &amp; detent staff caus death #msdhu &amp; #faisal. .,1
13890,13891,3 #miami offic fire target practic 'jokes' #policebrut #newswith,1
24602,24603,michel obama aap heelsa case begin #donaldtrump #america,1
2993,2994,"#aloha a(r)i, oppos #fascism #warsforoil",1
25735,25736,antic purposedli use #liber divid u #wakeupamericaca,1
2014,2015,need fire &amp; dumb mfer hire #genocid promot ass! hire graduates!,1
12007,12008,"""green book"" ""sundown towns"", #route66 guid remind face travel #u #segreg",1
9073,9074,#hispan &amp; feel like a| you? listen #retweet #boricua #miamia|,1
19590,19591,keep convers go school home. need creat space time commit help them.a|,1
15512,15513,"racism cease. white priviledg must beast. god, help u this. #melanin #poetri #write",1
10319,10320,scari long ago!,1
20269,20270,#mtv went #fullretard video #nzpol #auspol #merkel #retard #hispter #mansplain #svpol #theview,1
29080,29081,fo woh pastor say officer' act viral video arrest racist,1
12175,12176,"said tweet #nazi' #hatred, &amp; #bigotri",1
18952,18953,silveragatka: screenshot &amp; share snap michaelacoel impoant message. #coloua|,1
14265,14266,"#korean &amp; joseon peopl japan, abus claim right rough demo. #anaco",1
3478,3479,#obama suppo #communism+#islam anoth deadli ideolog 'bout #race-onli suppo #nazi=a|,1
28923,28924,word factory: race denial prevent healing! #southafrica #leadership #transform #inequ +5,1
29814,29815,"need stop racist let terrorist kill you. #sarcasm ac/ #dod, #trumptraina|",1
15903,15904,'alt-right' site plan 'fake black person' twitter campaign #socialmedia,1
21205,21206,a| #black &amp; feel like stomp you? listen #retweet #tampa #miamia|,1
11637,11638,washington post editorial: call racism name - salt lake tribun,1
10223,10224,send #trump inauguration~ join today!!,1
26537,26538,there' never room school board. ever. kid school 100% future.,1
22567,22568,"#cpcldr ~ #elxn42, enabl mp' make statements. great alt-right work, #cpc. #cdnpoli",1
24342,24343,alway white christma household #onlywhitechristma,1
12917,12918,"ppl wait 10 hr karachi airpo, miss connect flight put flight 24 hr latea|",1
9638,9639,council staff instruct anc go slow make da look bad. expos week ago.,1
10624,10625,cowboy racist. i'm convinc fooh. nigga got 12 win y'all gon swap white boy ain't shit.,1
2608,2609,a|and even #santa afraid... #obama &amp; #soro group threaten public safeti &amp; propey,1
31492,31493,might libtard if... #libtard #sjw #liber #polit,1
2293,2294,ye disgust hate #trumpsamerica #hate,1
27333,27334,damn video: racist hillari say ' talk white people' #hillari,1
1392,1393,buffalo school district boot trump alli racist comments. #birdsofafeath #resist :,1
8169,8170,#carlpaladino #trump #offici #underfir #obama #remark,1
19016,19017,wish &amp; famili #happynewyear let' work togeth remov #povey #xenophobia #genderinequ world,1
21363,21364,boob camron diaz nake pic,1
13249,13250,"surpris ""news"" outlet call opposit race-mix ad . hate racism, though. embrac it. ad sickening-",1
19651,19652,oh god trigger,1
27492,27493,(advanc valu chain video ) #valuechain,1
31443,31444,&amp; sick fuck! look like pedophil friend,1
22635,22636,need exit polit journal world. exit stage left.,1
27229,27230,look latest tweet. #conman want uniti all. #bigot #conman,1
3542,3543,word #love even vocabulary? know means? #notmypresid #resist #2017,1
5449,5450,might libtard if... #libtard #sjw #liber #polit,1
27133,27134,"stop cri ""bhakt bhakt"" corner ration answer offer. trust read book! willa|",1
24906,24907,a|you #black &amp; feel like stomp you? listen #retweet #tampa #miamia|,1
2537,2538,"much #hatred, #xenophobia, #islamophobia, #antisemitism, #war 'too much' 2016. let' hope #2017 get le dd*",1
11985,11986,"#waitingf #wildest #cutest creatur eah, #takuyakimura w/ girl #highfashion #branda|",1
23596,23597,hiv infect oral sex white girl sex black guy,1
22811,22812,"josephjett ""fatherhood: shall engag aberr social behavior, call result disdain mere commona|",1
29899,29900,meanwhil german #polic also distinguish neo nazi scene anymor term terminolog #nafrisa|,1
12792,12793,"ain't hip, trendy. scalds, aches, chronic, &amp; choke like smog. ever present see it. aa|",1
28111,28112,#allahsoil simplist worldview exist today 10 second soundbite. . a| #emiratisa|,1
22000,22001,ya princ charles! - issu veil warn #trump return 'dark day 1930s' #princecharl,1
16621,16622,"#israel rape land #freedom #palestin dud,",1
9785,9786,#feminismiscanc #feminismisterror #feminismmuktbharat #malevot ignor,1
30615,30616,#black &amp; feel like stomp you? a| #retweet #tampa #miamia|,1
860,861,black professor make assumpt entir race whilst speak entir race. next week jews!a|,1
17156,17157,ask sale assist heard quickli cop out...hmm surpris said!!,1
8004,8005,american hate,1
1779,1780,thought alt-right secretli meant white nationalist #altright #maga #,1
5169,5170,"#allahsoil awe peoplea origin meant awe white, landhold males.a a|a|",1
24277,24278,special kind stupid. #liber basi realiti history. must,1
9272,9273,"sickening, impoant, read",1
22934,22935,#preorder live! #99c/99p swiftli sharpen fang #dystopian tale a|,1
795,796,#allahsoil vp got multi-million dollar bonu averag american lost homes. a|a|,1
23603,23604,#blacksupremacist? final get suprem call #maga via,1
3806,3807,want obama catch mad cow diseas caught w/herford. dy trial. buri cow pasture.,1
18034,18035,"shocker. #soro fund caus matter r ok, critic #leftard policies, #hypocrisi ok.a|",1
210,211,take #trash america... - vote #hate - vote - vote - vota|,1
28451,28452,uk' increas gb #politician impo #immigr infidel #childabus #cultur #coffe backhand,1
7021,7022,"jew plan work god without god? matthew 1:23 ""...and call immanuela (whica|",1
21792,21793,".@user delet account, shallow , go away.",1
21442,21443,(advanc valu chain video ) #valuechain,1
131,132,#peopl protest #trump #republican won-they trump fuher &amp;a|,1
1945,1946,sex free sex hotlin number,1
25442,25443,"#allahsoil awe peoplea origin meant awe white, landhold males.a a|a|",1
11288,11289,surprise! adam saleh ! (@user ),1
21161,21162,kick flight spoke arabic. #boycottdelta,1
8046,8047,"""ebonics"": pa huge con-job black &amp; liber run america decades. actual lack lana|",1
13675,13676,#democrat 1st tell joke,1
550,551,girl world sexi matur housewif,1
31040,31041,oppos #neglig #hatr #injustic #climatecrim #ecocid let #trump ka|,1
2913,2914,folx. number lie. #american mostli .,1
1892,1893,malia shake ass! fine!.....pass blunt,1
30931,30932,#patriotwatch: 3.42 nooltham 2 #eltham #refuge #auspol #asylumseek #rwnj #a|,1
24297,24298,whata matter noh carolina? progress reactionari #fascism #lgbt,1
7415,7416,#rohingya muslim tour offici dc/ #myanmar' .@user rula|,1
15884,15885,know real nigger are. fake nigger &amp; uppiti nigger get deleted. life' sho b #raceplay a|,1
23651,23652,serious got reject driver soon got car i'm white... wow! finest!,1
12844,12845,#tori pay = #capitalist; #labour pay = #socialist; #green pay = #environmentalist; #liber pay = #coalitionist; #ukip = .,1
14893,14894,"""vandal turn jewish family' menorah swastika"" #antisemit #hate",1
31398,31399,"this. need chang profiling, #economicapahied, #hatespeech get servic poor.a|",1
12704,12705,"statement,doubl #paladino media:mi comment avoic #libcrib #hate #mental",1
24878,24879,stop ..so annoy,1
2819,2820,".@user suppo hrc, fund saudi woman-degrad pigs. suppo woman drive cover face.",1
27365,27366,#imwithh #blacklivesmatt #bigot #xenophobia #socialjustic #notmypresid &amp; stupid lib word #woa|,1
21991,21992,"mma fans: loss matter! mma fan rr: lost twice, trash. #ufc207 #doublestandard",1
24930,24931,might libtard if... #libtard #sjw #liber #polit,1
28897,28898,let' this! #maga #thanksjackass #packyourshitobama #2a #trumptrain #tcot,1
27726,27727,a| #black &amp; feel like stomp you? listen #retweet #tampa #miamia|,1
5386,5387,ball expos racist.,1
994,995,defin ?: histor #oppress histor #oppressors/#privileg,1
13659,13660,incred content! #beforesex,1
12381,12382,might libtard if... #libtard #sjw #liber #polit,1
30545,30546,"#sikh #templ vandalis #calgary, #wso condemn act",1
8682,8683,&amp; #dumb #pelosi,1
27573,27574,#fakenew . must feel good.,1
30606,30607,need univers indoctrin child turn #idiot &amp; #snowflak &amp;,1
8796,8797,latest one news24 daily! thank #africa,1
3019,3020,#texa princip resigned! #justicereform politician corrupt. mean judg in...,1
24443,24444,dumbest video ever #whiteguy #mtv via,1
443,444,fo woh offic viral arrest video arud racista: chief #crime #officera|,1
30921,30922,"princ charl offer ""danger robinson!"" ain't wrong. #trump #fascism",1
26212,26213,#rapecultur #rape #patriarchi #oprollredrol #steubenvil #anonym #cnn #ma'likrichmond #trentmaysa|,1
14496,14497,#realitycheck: #polic #america cop #audiblechannel #policebrut #socialjustic,1
20423,20424,either call eyetalian joke nation #african #ape? #atheist.a|,1
17415,17416,u take king win chess? queen??? #downwiththetriarchi #thefutureisfemal,1
16782,16783,#jeffsess omit decad record ag confirm hear 'don't do',1
2796,2797,"""the educ public servant critic pa path forward..."" true.",1
16559,16560,might libtard if... #libtard #sjw #liber #polit,1
6447,6448,3 #miami offic fire target practic 'jokes' #policebrut #newswith,1
30074,30075,"bluntli language, #cologn #polic announc racial profil main station.",1
20575,20576,look like 6-year-old post dictionari definit &amp; act prove point.,1
2365,2366,check post! confession: i'm #america #controversi #equal #kaepernick #nationalanthem,1
23058,23059,peopl want promot #gene &amp; #memes. natur seen xenophobic. natural.,1
12700,12701,marco rubio consider close now. #rwnj #weirdo,1
16972,16973,want lesson #hypocrisy? imagin #obama 5 kid 3 differ woman brag grab pussi #donaldtrump,1
28737,28738,might libtard if... #libtard #sjw #liber #polit,1
19155,19156,hot new release! swiftli sharpen fang #radicalis #reveng #preorder #99c/a|,1
12560,12561,"12mill arrests/60mil police-civilian encount per yr us.shootings,accidents,""abuse"" extrem rare-thousa|",1
4364,4365,2017 make fakequ great(er) via #racialequ,1
10755,10756,barack #obama get real #face offic via,1
30148,30149,"wife crash funeral, horrifi husband order killed; commun turn",1
16054,16055,comment reveal disgust realiti #stupid circl #trump,1
30134,30135,"""the blacks""? ""the blacks""? ""blacks""? *facepalm* *smh*",1
15539,15540,allow defil church #misogyni #adulteri #rape #bigotrya|,1
27403,27404,offic woman porn blue tube,1
31179,31180,u term outsid gave u right? said indian mani us.a|,1
24605,24606,that #liberals!,1
12133,12134,.@user &lt;--- feed public trough piggy. #michelleobamaa|,1
6240,6241,#mustread #educ &amp; #stereotyp,1
12129,12130,ark man discov racist graffiti car quick errand #hoodiesup #blm,1
12585,12586,trump associ classi bunch.,1
28936,28937,said better truth donni boy. #theresist #traitor a|,1
12067,12068,far right #georgia show euro valu .,1
22064,22065,he' unamerican . #fact,1
10194,10195,"retweet, like, comment! #white #woman go #rant two #hispan #women, ... ona|",1
9211,9212,"dare accur poray #treasonoustrump china? next they'll say he' #fascist, lapdog putin.a|",1
11355,11356,hitler called...,1
11408,11409,stop bullying. stop racism. everyon stand say wrong treat everyon respect. #everydayhero #bulli,1
9364,9365,"""kevin didnat understand head done, knew head fuck up."" #bestof2016 #marriag",1
28795,28796,"we'r also upset lost measur , useless appendix govern thaa|",1
26874,26875,rise today out! stori polic brutal,1
13102,13103,"i'm guess shiless man objectifi shiless, shiless woman is?",1
29885,29886,might libtard if... #libtard #sjw #liber #polit,1
19224,19225,quot woman kingfish girl xxx,1
167,168,"point one finger million point right back you, #jewishsupremacist",1
6207,6208,next klan meeting?! wife white &amp; i'm proud &amp; love. other gift froma|,1
28665,28666,"sma think hate ""white males."" hate racism sexism. that' it. grow brain, right wingers! #p2",1
15974,15975,#hispan .. feel like stomp you? listen #retweet #boricuaa|,1
30937,30938,"anti-whit brag ""inevit brown future"" scream """" oppos it. push #whitegenocide.",1
19931,19932,sexist slant medium represent woman 'need change' #slant #media #represent #women #needsa|,1
28971,28972,uk government' new 'anti-semitism' definit conflat racism valid critic israel - opena|a|,1
28080,28081,impoant messag all. #publicserviceannounc #psa #inspirechang #embraceyourself #bediffer #dreama|,1
14554,14555,multipl type racism america #u #america,1
16871,16872,pleas #resign school board.,1
31708,31709,session african-americans: fear #jeffsess #imagemakeov #makeoa|,1
17689,17690,"#joemixon #espn #minnesotavikings, ""goe without saying"", he' #homophobe, too. #sucklahoma #oaba|",1
1939,1940,agre #hrc wouldnat #popularvot w/o #ca. much way #trump wouldnat win w/o a|,1
7325,7326,#allahsoil vp got multi-million dollar bonu averag american lost homes.,1
5128,5129,"think worst everything, hatr toward countri much #bluelivesmatt",1
14921,14922,america great without assholes. #xenophobia #lockerroomtalk #maga #notmypresid,1
18746,18747,almost alway trust brazilian,1
29423,29424,"pre-crim germani places, make wear badg ?",1
4139,4140,alt-right promot new kind racist genetics? #eugen,1
23827,23828,sorri,1
27005,27006,bill fuck #communist #antiamerican #unpatriot disgrac take as russia...ddd,1
7131,7132,white fragility: ita hard talk white peopl :,1
31637,31638,might libtard if... #libtard #sjw #liber #polit,1
16509,16510,everytim wear soccer shi joie fri say look mexican fuck,1
4259,4260,beara rapaci hunger oil also seal doom. a| #allahsoil #teambtsa|,1
8466,8467,"notic too. definit #bullying, , #disabl tri chang peopl hv to. htta|",1
13536,13537,much #stupid #black #white post,1
16222,16223,#allahsoil problem therea space altern explanations. #emirati #201a|,1
4632,4633,first offici codifi 15th-centuri #spain,1
22249,22250,"appar taragon ""christmassi herb""",1
1564,1565,&amp; #democraticpay keep tell #blm see #chicago #detroit &amp; everi #inna|,1
17036,17037,wtf #propaganda rant inve aussi flag w/muslim cresca|,1
28508,28509,#allahsoil islamophobia serf empow extremists. a| #emirati #2016in4word #ua|,1
30839,30840,bruh &amp; noth new... whole #deltaairlin debacl would'v went downa|,1
28527,28528,kevin macdonald: ethnocentr normal ration #race #ethnocentr,1
18837,18838,presid jimmi caer leav religion due,1
22359,22360,"got done threaten cowork give money say ""black male illegal"" smh #realli",1
28616,28617,enough 2 say #notmypr #wtf2016 #neverump #unpresid #bigot ...,1
3988,3989,#truth abt #polic &amp; #maga #audiblechannel,1
19490,19491,save date! 1-4-2017 sourcenation! live wed 8 #thependulum #newshow #policebrutalitya|,1
17512,17513,#priyankachopra subject fought back hard! #hollywood #quantico #bollywooda|,1
11719,11720,"forgot #democrate, vet peopl terrorist #countri .dumb",1
18635,18636,"jessica want christma bdsm ai, a(r) #nd>>nd+-doddeg #cam",1
11760,11761,"- pleas stop call ""canada' icon dept store."" noth ""iconic"" suppo a|",1
8965,8966,"lauren duca say look like smell like vanilla, mean white. rocks! a$?a$?a$?hi tenac",1
23394,23395,#donaldtrump : can't wait noth good (racist) #misogynist ( misogynist) see woman like animals.,1
22217,22218,"#allahsoil familiar become, difficult stereotype. . a| a|",1
9342,9343,wise word often come black americans? reaction ? #denzelwashington #morganfreeman #willsmith,1
4307,4308,stupid alcohol #wiunion hag stuff legend,1
3288,3289,#feminismiscanc #feminismisterror #feminismmuktbharat #malevot ignor,1
6591,6592,fantast video #buzzfeed' hate men. #manhat,1
16356,16357,"italian fascist #carlpaladino need lobotomi 2017 that"" wish. perhap he""ll realiz yes, carl #bigot &amp;",1
11345,11346,dear pleas give u multi-raci &amp; object list prove selectiona|,1
12110,12111,i'v pay attent past year/8 years. he' a|,1
15790,15791,share 6 step take stop racist attack interven berat bulli via,1
21934,21935,#libtard #regressive=. can't effo logic point w/out #insult #slur especi #refuted. that' wha|,1
8768,8769,latest blicqerac/ daily! thank #ad,1
10197,10198,prove point-. hardli think teen vogu classifi fake news. like opinion,1
24792,24793,brutal rule new year manu close #manu #auspol #australia #refugeeswelcom #nobord,1
16293,16294,"#tbt: + young #women, + - relev read woman journal",1
21699,21700,donkey #zionazi proud murder real palestinian semit child - that call #antisemt,1
27244,27245,term ppl bhakt denounc terror anti nation act show ur sens reason! never mia|,1
9476,9477,ufc pay: amanda nune (@user &amp; still champ whop ronda rousey le payday - $3 mil $100k,1
19401,19402,morgan freeman respond ask 'how solv racism?' #morganfreeman #commonsens,1
9324,9325,#maga #maga3x #moron tweet sewag understand #hillarylost.a|,1
26973,26974,person rehired? shame #claycountydevelopmentcorp #pamelaramseytaylor,1
28828,28829,go great year!!! can't wait till happen :) #treason #traitorump #liara|,1
13649,13650,trump #fascist &amp; #bigot #misogynist #sexualpred provena|,1
23572,23573,decis perform trump forev stain mormon values.a|,1
22067,22068,racism america: 'kill obama' 'muslim welcom here' sign new mexico draw critic -a|a|,1
28295,28296,#allahsoil build wall alreadi mani obstacl overcome? a|a|,1
27520,27521,#hispan &amp; feel like stomp you? listen #retweet #boricua #miami #newyork #losangel,1
11478,11479,craze woman 'launch sick attack muslim cab driver aps7 fare' | #islamaphobia,1
22954,22955,#allahsoil victim islam extremist attack continu muslim. #emirati #2016a|,1
16714,16715,thought femal fighter 'doll up' promotions?,1
23756,23757,#auspo;l #hansen #paulin #muslim #senat chat maria,1
23299,23300,liber #democrat institution white supremaci #uniteblu #tcot #maga #naacp #racisa|,1
13863,13864,"hey guys, appar white black peopl even whole slaveri thing, that' nice. #histori",1
8426,8427,cannot address issu fair trade fresh h20 much violence. better 2017?npr:,1
10015,10016,#allahsoil cold war fought oil. #teambt #teamsuperjunior a|,1
3920,3921,#mcconnel obstruct go way back discov #obama black,1
14715,14716,govern allow behaviour?,1
15404,15405,thought factory: bbc neutral right wing fascism #polit #media #blm #brexit #trump #leadership +4,1
9400,9401,peopl spit face #god,1
3210,3211,we'r happi anoth year passed! #stop,1
1912,1913,"look problem first thing thing color, black white. pa problem",1
8904,8905,latest #socialmooc! thank #feliz2017,1
31474,31475,"father' day! &lt;3 cheryl (lol dedic cats, pictur via cheezburger)",0
30853,30854,share space olympians!keep watching#starspos@us,0
28819,28820,fresh like came cow breast #icecream #nagoya #yummi #japan #day1a|,0
868,869,kiki felt ignor today make kiki danc #kikid #miabbook,0
14550,14551,&amp; #bristolpalin ... congratul beauti daughter. happi ever inde,0
14946,14947,nice. #i_am #posit #affirm,0
24077,24078,good health suppo . happi suppo good #health.,0
19960,19961,oh boy!! reunit feel good!#2sist #bae #timeless #beauti #sistersist,0
4725,4726,notic empti prime retail space chicago' trump tower.,0
30822,30823,7 #habit peopl #work. #workplacehappi within control?,0
18870,18871,ig twitter fb sc still press dm 3 month ago,0
27785,27786,exactli what' wrong trump voters... lack basic read comprehens skilla|,0
10539,10540,father' day lunch #father #day #everybodi #ate #steak #forlunch longhorn steakhous,0
4029,4030,adio til next time #gut #despond #hatedepauredayhom #lovebenidorm #benidorm,0
4074,4075,craziestpeoples: #motiv,0
22705,22706,#chang bit #chinup send #strength #vibe,0
17713,17714,get drunk! get awesome! #sober #soberlif #sobergirl #lifechang a|,0
31019,31020,1 episod #personofinterest left...,0
5712,5713,hit100 #follow apsd 3/4 #zoomi thankyoualld,0
6822,6823,sta diet today! gonna lose weight hit vega next year! #rollon2017 #loselbssaveapss,0
30198,30199,#model love u take u time urd+-!!! dddd d|d|d|,0
9486,9487,#mountain rooster simulation: want climb vast expans mountains. reach leakag cock,0
25621,25622,thanks/ga wayn #tgif doing?,0
30083,30084,monday:0 - me:1 #monday #motiv #styleoftheday #lifestyl #quoteofthedaya|,0
24042,24043,offici arsehol eu brit leav us? #brexit #euro2016,0
24965,24966,"arriv london. fli germani england 's summeim ball #stb d(c)daai,d!dss",0
15407,15408,d|d1ddd #minsk #girl #instacool #instasun #summer #holiday #vscocam minsk citi,0
2814,2815,weekend #fun pier! #saturday #weekend #nyc #hellskitchen #cute #love #famili #photo,0
2489,2490,father' day father's. god bless bring u world.,0
25697,25698,"chicago nice windi citi d""d"" #beauti #pictur #yummi #holiday",0
29151,29152,dad usual load w snack today truli,0
5196,5197,guy 2 hour 30 min wont worri wast money anymor mic lol d$?d 1/4,0
23268,23269,first base coach davey lope toss zach game ball #nation,0
20573,20574,u #today? #healthi #exercis #healthyeat #happinessisachoic #healthyfit #jddyolabk a$?,0
11079,11080,thank freedom religion. #thank #posit,0
17840,17841,alway tri best express feel unfoun english suck :(,0
31825,31826,that standard home minister.,0
7566,7567,camp set 4th woodhouse! #closecamp !,0
16830,16831,"pa 2 wedding! ddegd 1/2 ddd 1/4 dad, #spain #famili #friend #wed #beach #excit #holidaya|",0
28653,28654,bad view walk work morn #adventureaqua #nj #work #stingray,0
2555,2556,"dinner tiiime! ad>>i,dad>> #roadtrip #explor #poland #withthebro #travel #foodiea|",0
29515,29516,go give lacross lesson kid can't even play lax ://,0
15560,15561,gorgeou evening! #famili #lakesimco willow beach lake simco,0
18069,18070,#uk cpi inflat expect 0.5% y/i may rbc cm #blog #silver #gold #forex,0
3589,3590,"""the real world essenti simulation, anyway."" #root #poi #tribut #photoshop",0
7311,7312,dd appletstag #girl #me #love #selfi #smile #cute #boy #hair #beauti #summer #blondea|,0
2937,2938,great time dd #berlin #alemania #deutschland #germani #behappi #bestfriendsa|,0
11828,11829,get #up get get #enjoy #music #today #free #app #free #music,0
18721,18722,oh god i'm horribl know appletstag #me #selfi #smile #bore #hair #followmea|,0
17529,17530,true 3/4 ' #bodygym #fit #fun #gym #loseweight #fit #exercis #postur #health #workout #motivation...,0
31016,31017,even know appli make face look better u ur mua u wear make daily. #sigh #awwel ddad,0
25829,25830,"time there' hope, we'll show strength! a$?i, #nothingcomplex #free roela|",0
20362,20363,7 #strategi keep #employe work via #retent #biztip,0
2424,2425,#orlando #shoot #mad hea go peopl affect shoot ina|,0
15616,15617,#lighttherapi help #sad #depression? #altwaystoh #healthi !!,0
2458,2459,(the huffington post) #father' day tale : train home see my..,0
6174,6175,group finish presentations. #missiondiscoveryayrshir,0
15488,15489,"go sf, wtf shit #i #am",0
26912,26913,fact bring follow count lmaoooo dddd #youknowyoulostadebatewhen....,0
2045,2046,#goodmorn #monday #motiv feel #posit week ahead aa|,0
9252,9253,thank reminding.!!,0
2927,2928,good night jihwan ssi.hav nice dream.tak care health.da #goodluck # cute #suppo,0
11597,11598,thx gift... best friend #flower #shoe #adidad #bff #bday #beauti centralword,0
29327,29328,singl hot dad at? father' day,0
16145,16146,much fun day! thank hannah happi bihday again! :),0
18271,18272,#ase bull up: domin bull direct whatev want do.,0
21277,21278,im go see find dori #findingdori #fishfriday,0
7207,7208,season 6 game thrones!!! yes.. i'm bit behind.. spoilers! get #intens again!!!!! love got! a$?,0
27469,27470,"good night d'd$?d$? da$?i, y'all snapchat: barbiets.93 d>> #tranni #ladyboy #asianladyboya|",0
27044,27045,agre - fantast perform great night. #goglam,0
25036,25037,"mantra hc campaign? - ""scandal matter""",0
299,300,bihday pressi mummi granni #michaelkor #luckygirl #bihday #liverpool,0
12691,12692,help kid give tool manag #anger #parent #ece #psych,0
27748,27749,#cbfc want 2 outwit maker #udtapunjab henc #udtapunjableak online.. reveng #pahlajnihalani #comment,0
26372,26373,"order arrived, thank :3 ^w^ #indonesia #indonesian #cosplaya|",0
25581,25582,#tbt last year bday! fun day! #beyourself,0
29697,29698,dust #piano gummi beatz. #beat,0
3578,3579,#sweden consum price index (mom): 0.2% (may) v 0% #blog #silver #gold #forex,0
2132,2133,gener respond ignor fb help today... #frustrat #fume,0
10005,10006,year one way chester zoo #funday,0
24989,24990,"snow white --&gt; open! --&gt; #sleepy, , #sneezi #bashful. dm u today!",0
28679,28680,alway love super beauti &amp; yummi #asshole!!! #waitng #firstanal! !,0
11112,11113,#mitb #mitbmatch next could #cashin teas #cashin mayb make everyon complain,0
28463,28464,#bihday #velvet #teddi #bear. #ralph best #friend life.,0
8743,8744,courag like muscle. strengthen use. ~ ruth gordo #love #women,0
27967,27968,"absolut terribl pic me. nice one clara though, wharf! #sunshin place",0
26373,26374,"cav win cav fans: kyrie, lebron, hell yeah! cavs! gsw fans: ref paid, fvck! throw! damn lebron!",0
901,902,rest peac #christinagrimmi #loss #rip #miss #fan #foreverinourhea,0
25084,25085,sad :( one favorit shows! news new season stas? love guys! a! a! a!,0
17750,17751,nice here...hop gonna fun..... weekend,0
5316,5317,threat terrorist becom real,0
28559,28560,get fat #deephous #festiv #club #dj #housemus #cover #techous #techno #rock a|,0
12377,12378,why' taylor mccaw cow ?? pl help tri shag #upset #upthebum,0
17207,17208,#blogger #googl ka woh baccha hai...that googl appreciate.,0
28989,28990,utterli #love see #team say #goodby #wonder victoria dthank #gorgeou #girl d-,0
15949,15950,"#sister ddssd>>ai,dssd>>d #two-shot d, dpd>>ai,d",0
11904,11905,never talk,0
21562,21563,everi time straighten hair sta raining. # unlucki #merula #wheather,0
24236,24237,goa may term nation bird peacock avermina,0
4009,4010,#alwayslookonthebrightsideoflife! 12 secret ... #happi #well #psycholog,0
15398,15399,aww im looser keep loos followers.,0
19889,19890,finish orient #welivedesign #sofadesign #june13 sofa design institut,0
22907,22908,thank moon stars. #thank #posit,0
20474,20475,"#pizza day, i'd too.",0
12561,12562,#fathersday enjoy!,0
3103,3104,kiss love dddd,0
26685,26686,omg! day! see today 2pm. els go today? #warcraftmovi,0
23637,23638,activ #lifestyl #wakow. stay tune &amp; keep . #enteain #buddi #pay #event #life #app,0
31488,31489,#eur/gbp re-tak 5-dma post-ez data #blog #silver #gold #forex,0
29282,29283,time last episod #themusket season 3 v.v.. #suck #kingloui #lastepisod,0
27102,27103,first hard workout florida-bas coach &amp; 20adegc &amp; 80% humid 5:45am. feel pretti florida. #runchat #sweati,0
7035,7036,day ruin kill now!! #done #ruin,0
5385,5386,thank good nightsa sleep. #thank #posit,0
10239,10240,think afraid state politician illeg migrants! surpris,0
2809,2810,countdown #tandem #jump #life #laugh #live #love #adventur #skydiv #magicala|,0
18131,18132,#nomnom #kidsset #but big poion like adult set d1d1 max aeon mall bsd citi,0
14695,14696,enjoy day. #freespirit #hippi #hippi #peac #smile #posit #shop,0
17503,17504,see besti tomorrow!! aoao,0
18311,18312,gener relationship goal life goals.,0
23753,23754,happi love life sides. #happi #life #kid #son #dog...,0
9878,9879,came h.dh h.a first time. feel,0
11925,11926,#civilwar #come #usa #american #purpl #red go #red #maga,0
16495,16496,father' day the#hardwork #dad there! #fathersday #ilovey,0
18266,18267,table! #strawberri #pie,0
13250,13251,"know it, one small minor peopl everybodi els jealous. clap hand",0
1941,1942,news: carson us word 'fairness' #trumpswiddleblackbuddi #usedbytrump,0
12263,12264,two drama sad news weekend. paradis still host mani angel ... #ripchristinagrimmi #loveislov,0
2028,2029,song longer appli me.,0
27886,27887,?i enjoy see movement animals?,0
10032,10033,time drink #holiday #cocktail #corfu greec corfu,0
1844,1845,"sooo true food not, not, tast real anymor #fakefood #truth",0
11724,11725,congratul deepu di!!! need pachay miss engin ddddd,0
12770,12771,great time vacation! #barharbor #soybu #fitmom #momlif #main,0
837,838,nice life. i'm done tri it. #lovequot,0
13999,14000,ye joe :-),0
26747,26748,#tgif #ff #gamedev #indiedev #indiegamedev #squad!,0
19108,19109,#humpday #theedg open 11pm tonight next door #edgegirls...,0
72,73,much stuff happen florida! first #orlando shoot #disneygatorattack two year old kiddy=d,0
6027,6028,#lawofattract #healing!! #altwaystoh #healthi !!,0
280,281,last day work tomorrow me- self employ monday #scare #redditchbizhour,0
100,101,truli sick ppl there.,0
17000,17001,"crack corn. 3/4 (r)o 3/4 c/o 3/4 8.5x11"" bic pen, outcast. #ink #sketchbook #sketchi #sketch #fear #scar a|...",0
10801,10802,woman empow other!!! #unstopp #vision dddd#mood ddda$?d #bless d*a|,0
12926,12927,zelda breath wild! #e32016,0
21712,21713,creat new playlist enjoy beauti day deck! #music #sunshin,0
14017,14018,y'all hate dude much blind see wit great,0
22322,22323,dd him. #theotherday #selfi #him,0
28976,28977,thank freezers.#thank #posit,0
2954,2955,"hangin' sweethea. happi 20 monthiversary, sweet baby! #newlyw a|",0
23155,23156,love quot think saturday. strength rock bottom. #fabulousy #transform,0
17251,17252,mother 5 sibl fought ever aspect sell house. stop speak it.,0
16750,16751,well sprint real time spread wing fly! #newbegin,0
16421,16422,"ato happy, thing need happi thoughts.a debasish mridha #quot",0
7554,7555,put ? why?,0
22592,22593,week-end. #picoftheday #girl #girli #longhair #brownhair #browney facea|,0
10406,10407,#drunk bull up: domin bull direct whatev want do. yo,0
13887,13888,exciting! #dubllif #recycl,0
